pH,Temperature,Humidity,Moisture,N,P,K,Semantic_Tag,Days_to_Ready
7.57,23.89,54.41,23.94,42,14,60,"P-deficiency, Healthy",51.543
5.76,41.78,78.1,30.91,39,13,51,"N-deficiency, Pest-risk",38.361999999999995
6.81,36.72,60.21,22.09,58,42,71,"N-deficiency, P-deficiency",45.848000000000006
5.59,34.53,82.43,31.91,41,35,24,"Healthy, N-deficiency",41.527
7.47,31.28,34.45,31.25,23,34,43,"N-deficiency, Pest-risk",41.8
5.76,26.4,70.59,19.45,60,30,26,"P-deficiency, N-deficiency",55.22
5.4,36.91,38.32,35.26,30,26,32,"N-deficiency, N-deficiency",38.037000000000006
7.63,34.57,93.34,33.72,68,31,71,"N-deficiency, Healthy",38.499
6.39,26.98,47.04,10.33,35,6,39,"K-deficiency, Pest-risk",60.966
6.71,27.03,63.75,25.49,27,20,24,"K-deficiency, Healthy",48.173
7.83,31.79,73.11,26.72,36,30,80,"K-deficiency, N-deficiency",45.889
5.74,21.49,29.03,33.6,70,40,25,"Pest-risk, K-deficiency",46.394999999999996
7.09,37.91,66.5,34.48,65,27,27,"Pest-risk, N-deficiency",35.141000000000005
7.36,20.48,69.32,14.62,33,44,32,"P-deficiency, Healthy",60.284
6.34,26.16,87.65,35.1,56,38,90,"Pest-risk, P-deficiency",41.66
6.0,23.76,59.48,14.58,73,37,32,"P-deficiency, K-deficiency",59.956
7.17,24.64,90.48,19.25,69,15,54,"Healthy, Pest-risk",54.120000000000005
7.92,29.56,42.96,18.96,31,39,35,"P-deficiency, P-deficiency",53.391999999999996
7.49,34.22,47.2,32.83,30,42,40,"Healthy, Pest-risk",39.10600000000001
5.8,26.49,90.76,26.24,53,26,64,"Pest-risk, P-deficiency",49.663000000000004
7.06,35.08,75.65,16.11,35,10,51,"N-deficiency, P-deficiency",51.192
6.99,33.71,45.54,36.47,44,43,54,"Pest-risk, Healthy",35.489000000000004
6.28,35.27,67.53,32.7,39,25,53,"Pest-risk, N-deficiency",39.144999999999996
6.45,41.74,69.74,18.51,35,27,86,"N-deficiency, N-deficiency",46.922
6.83,28.69,48.16,28.45,51,15,81,"Pest-risk, N-deficiency",44.735
5.6,32.46,39.92,25.05,39,40,85,"Pest-risk, P-deficiency",48.03
7.54,33.08,68.1,33.31,49,44,24,"K-deficiency, Pest-risk",39.391999999999996
5.84,28.38,37.74,15.47,47,38,93,"K-deficiency, Pest-risk",57.254000000000005
7.02,28.96,62.6,20.34,42,11,23,"K-deficiency, N-deficiency",50.788000000000004
7.01,37.67,69.62,28.11,55,36,47,"K-deficiency, N-deficiency",40.197
6.09,40.06,82.25,24.07,60,23,63,"N-deficiency, Pest-risk",44.034
5.7,28.48,88.42,12.61,64,20,43,"P-deficiency, K-deficiency",59.772000000000006
5.84,31.58,41.98,22.05,23,25,37,"Pest-risk, K-deficiency",50.39
6.81,21.63,43.86,14.22,21,10,41,"N-deficiency, N-deficiency",59.68900000000001
6.37,39.41,63.84,11.47,70,29,30,"Pest-risk, N-deficiency",53.879
7.15,22.98,54.64,14.15,17,44,75,"N-deficiency, Healthy",58.989999999999995
5.05,31.52,80.78,35.05,16,13,51,"K-deficiency, Healthy",41.6
7.46,28.39,79.46,10.29,63,31,54,"Pest-risk, N-deficiency",59.993
5.09,31.07,89.0,35.23,64,26,90,"N-deficiency, Pest-risk",41.601
5.45,25.56,69.04,13.12,67,22,66,"K-deficiency, Pest-risk",61.324000000000005
6.38,33.45,67.78,11.66,57,17,52,"P-deficiency, N-deficiency",56.687000000000005
5.98,24.83,68.63,9.9,16,29,85,"P-deficiency, K-deficiency",63.205000000000005
5.4,41.89,71.13,32.12,30,6,70,"P-deficiency, N-deficiency",38.059
7.94,39.13,68.05,18.1,62,31,79,"Pest-risk, Pest-risk",49.335
6.29,20.05,91.52,21.07,33,6,91,"K-deficiency, N-deficiency",56.039
7.21,20.98,64.65,28.35,70,42,90,"P-deficiency, Healthy",48.75
6.99,18.39,30.54,37.68,21,41,58,"K-deficiency, Pest-risk",42.181
5.49,19.91,25.71,31.0,16,39,82,"Healthy, K-deficiency",49.765
5.29,40.21,51.74,14.82,64,17,62,"P-deficiency, N-deficiency",52.959
7.52,39.6,34.23,36.77,39,38,42,"N-deficiency, Healthy",33.324
5.28,21.07,60.23,13.77,45,34,65,"Healthy, K-deficiency",63.389
7.19,23.92,86.53,8.01,30,29,84,"Pest-risk, Healthy",63.51200000000001
7.12,18.08,76.34,29.39,26,27,84,"K-deficiency, P-deficiency",49.188
6.1,38.69,37.69,24.97,23,43,90,"Pest-risk, N-deficiency",43.979
6.54,21.28,44.5,34.9,58,32,91,"K-deficiency, N-deficiency",43.86
7.89,31.52,82.49,12.65,22,23,64,"K-deficiency, Healthy",57.400000000000006
7.34,24.4,40.63,12.25,69,39,53,"N-deficiency, Pest-risk",60.18
5.83,31.16,59.31,25.35,63,31,60,"K-deficiency, P-deficiency",47.980000000000004
6.67,19.94,71.59,34.5,34,8,83,"Pest-risk, Healthy",44.59
6.03,39.56,79.66,8.83,33,8,29,"Healthy, N-deficiency",56.596
6.12,20.37,41.03,13.22,43,5,61,"Pest-risk, Pest-risk",62.499
6.65,39.62,94.2,31.51,28,14,88,"K-deficiency, P-deficiency",37.182
6.54,32.22,52.19,14.23,15,42,75,"P-deficiency, K-deficiency",54.926
5.41,35.58,56.39,32.46,72,42,49,"P-deficiency, N-deficiency",40.922
5.86,32.55,67.78,16.22,39,27,38,"Healthy, Healthy",54.529
5.46,32.41,30.45,26.92,65,40,79,"K-deficiency, K-deficiency",46.839
7.95,37.85,30.18,12.34,26,7,86,"Pest-risk, K-deficiency",54.603
6.53,24.73,61.12,23.18,25,5,52,"N-deficiency, N-deficiency",51.531
5.15,34.4,25.46,30.35,20,20,32,"Pest-risk, Healthy",43.72
5.51,31.8,46.28,29.12,25,13,90,"Healthy, P-deficiency",45.284000000000006
7.81,33.65,90.8,33.85,44,42,50,"Pest-risk, Pest-risk",39.214999999999996
7.09,23.05,44.03,24.47,61,34,39,"P-deficiency, K-deficiency",50.579
5.31,25.15,34.0,24.79,49,28,59,"Pest-risk, Healthy",52.473000000000006
7.66,29.45,54.05,9.41,50,27,65,"P-deficiency, Pest-risk",60.567
7.38,33.82,91.61,10.34,51,6,91,"K-deficiency, Pest-risk",57.077999999999996
6.22,28.7,86.31,21.5,70,35,79,"Pest-risk, N-deficiency",51.510000000000005
7.05,20.08,62.23,11.1,74,29,39,"P-deficiency, Healthy",62.68
7.74,36.57,80.47,11.8,22,18,88,"Healthy, N-deficiency",55.25500000000001
6.81,35.23,66.09,25.61,47,7,93,"P-deficiency, P-deficiency",43.777
6.25,28.33,44.29,37.08,36,14,50,"K-deficiency, P-deficiency",39.17100000000001
5.44,27.88,36.7,15.33,48,21,94,"Healthy, N-deficiency",58.416000000000004
6.0,28.33,84.48,9.76,32,25,24,"Pest-risk, Pest-risk",61.527
7.51,37.63,60.44,19.16,55,5,57,"K-deficiency, N-deficiency",48.376999999999995
7.7,29.02,41.83,34.93,34,32,27,"K-deficiency, Healthy",40.446
7.37,27.62,88.28,27.61,33,24,58,"K-deficiency, K-deficiency",46.342000000000006
7.12,29.31,40.15,33.71,58,13,89,"Healthy, Pest-risk",40.117000000000004
5.96,32.61,38.66,25.97,48,19,42,"Pest-risk, N-deficiency",46.499
5.42,20.96,42.22,22.55,49,41,89,"N-deficiency, Pest-risk",56.14
7.63,39.48,35.16,26.88,39,19,31,"N-deficiency, Healthy",41.516000000000005
6.19,41.25,31.16,10.69,22,31,49,"N-deficiency, P-deficiency",53.943000000000005
6.64,18.89,67.47,36.18,19,43,53,"N-deficiency, Pest-risk",43.831
7.38,23.39,82.15,24.13,62,32,39,"P-deficiency, K-deficiency",51.261
7.19,35.03,73.55,18.8,39,36,64,"Healthy, K-deficiency",49.325
5.13,34.1,49.86,24.9,54,31,60,"Healthy, Pest-risk",48.27
5.25,19.08,91.35,15.87,59,39,49,"K-deficiency, K-deficiency",62.764
7.27,36.53,68.45,13.83,26,40,68,"Healthy, N-deficiency",52.711000000000006
7.55,38.39,25.66,23.23,24,8,79,"P-deficiency, P-deficiency",44.821
6.87,33.53,79.7,28.77,33,30,74,"K-deficiency, P-deficiency",41.979
7.06,22.91,74.63,32.73,31,27,63,"Pest-risk, K-deficiency",43.981
7.33,34.88,43.09,26.38,23,26,69,"N-deficiency, K-deficiency",43.616
7.5,30.37,39.68,31.17,50,9,46,"Healthy, Pest-risk",42.379
5.19,33.83,80.0,25.74,36,44,38,"Pest-risk, Healthy",47.613
5.37,32.62,48.21,32.74,37,11,84,"N-deficiency, P-deficiency",42.258
6.67,31.05,82.45,16.16,41,6,42,"Healthy, Healthy",53.70700000000001
5.64,20.25,74.03,21.05,40,19,75,"P-deficiency, P-deficiency",57.254999999999995
6.0,22.08,83.78,35.69,50,22,23,"P-deficiency, Healthy",43.908
5.97,40.87,75.77,14.38,26,29,42,"K-deficiency, N-deficiency",51.621
5.51,25.1,38.32,8.92,61,32,75,"K-deficiency, P-deficiency",64.794
5.93,31.53,43.0,25.39,42,14,41,"Pest-risk, P-deficiency",47.563
6.85,26.36,64.96,9.41,19,16,36,"K-deficiency, Healthy",61.092
6.49,31.27,70.41,13.8,64,39,85,"P-deficiency, Healthy",55.845
6.95,33.07,89.06,26.86,65,9,49,"K-deficiency, P-deficiency",43.577
7.36,24.6,75.32,37.04,39,42,39,"P-deficiency, Healthy",40.288000000000004
5.67,41.01,61.4,34.11,70,14,20,"K-deficiency, N-deficiency",36.367000000000004
6.07,22.87,27.27,19.52,21,28,33,"P-deficiency, P-deficiency",56.309
5.1,20.72,25.69,22.09,15,40,34,"Healthy, Healthy",57.268
6.77,28.37,32.74,19.43,74,40,90,"K-deficiency, N-deficiency",52.231
5.3,32.23,50.65,26.91,58,7,54,"Pest-risk, Pest-risk",47.257000000000005
7.94,25.69,71.09,24.72,28,23,57,"Healthy, N-deficiency",50.75900000000001
7.22,29.81,74.78,23.22,60,16,83,"Pest-risk, K-deficiency",48.459
7.74,20.17,70.61,33.57,34,18,62,"Pest-risk, N-deficiency",46.039
7.07,24.21,77.03,24.5,32,8,67,"Healthy, K-deficiency",49.935
5.34,21.8,60.04,36.76,54,44,33,"K-deficiency, Healthy",44.512
6.65,21.56,44.7,11.28,51,22,88,"K-deficiency, Pest-risk",62.396
6.62,36.9,41.18,15.72,40,19,93,"Pest-risk, Pest-risk",51.234
5.84,21.02,28.56,9.4,29,15,45,"P-deficiency, Healthy",65.79
6.89,26.93,79.42,8.79,36,30,30,"Healthy, Healthy",61.223
5.87,31.53,86.33,11.78,73,13,47,"N-deficiency, K-deficiency",58.571
5.96,18.29,76.99,36.9,64,35,70,"Healthy, P-deficiency",44.915
7.48,36.82,72.72,22.88,65,24,57,"Pest-risk, Healthy",45.746
5.03,25.05,79.08,14.26,47,20,59,"Healthy, Pest-risk",61.507
5.26,21.31,89.47,18.89,30,28,78,"K-deficiency, P-deficiency",59.21300000000001
6.99,33.2,67.66,9.05,52,9,28,"N-deficiency, Healthy",57.68000000000001
7.24,23.0,81.36,24.96,67,35,43,"K-deficiency, Pest-risk",50.512
5.49,37.15,87.94,31.18,65,41,51,"K-deficiency, Pest-risk",41.001000000000005
5.56,40.96,67.77,37.36,71,22,89,"Pest-risk, P-deficiency",34.012
6.5,25.39,87.16,27.57,31,30,25,"N-deficiency, Pest-risk",47.748999999999995
6.7,24.63,54.59,26.43,23,9,43,"Pest-risk, Healthy",48.641000000000005
7.73,24.47,46.21,15.78,67,27,73,"Pest-risk, Healthy",58.101000000000006
5.38,40.86,72.22,36.43,27,38,91,"Pest-risk, Healthy",35.166000000000004
7.74,39.98,58.83,33.91,63,15,74,"Pest-risk, N-deficiency",35.86200000000001
7.29,29.75,61.54,24.25,26,31,52,"Healthy, N-deficiency",47.805
5.39,35.43,60.51,14.66,38,8,50,"Pest-risk, Healthy",55.277
6.61,27.5,42.05,25.32,54,43,20,"Pest-risk, P-deficiency",48.274
5.18,25.72,28.74,23.21,36,7,20,"Healthy, Pest-risk",53.712
5.24,18.87,70.47,24.08,72,7,71,"P-deficiency, N-deficiency",56.321
6.49,23.93,48.43,34.51,67,22,58,"Pest-risk, K-deficiency",42.947
5.24,24.5,77.0,30.09,40,23,85,"Pest-risk, Healthy",48.698
5.98,18.36,90.96,28.59,41,26,43,"N-deficiency, Pest-risk",51.488
6.32,33.6,77.56,35.18,36,20,28,"Pest-risk, N-deficiency",37.916
6.67,21.03,67.16,18.63,38,19,60,"N-deficiency, Pest-risk",56.741
7.23,38.76,37.61,26.86,73,34,49,"Healthy, K-deficiency",41.092
7.49,40.75,89.79,36.46,61,28,90,"K-deficiency, P-deficiency",32.937
7.77,32.3,45.01,8.78,15,21,82,"K-deficiency, K-deficiency",59.866
7.2,33.34,44.97,34.58,36,44,35,"P-deficiency, P-deficiency",37.566
6.72,28.27,69.24,18.36,68,13,39,"P-deficiency, Pest-risk",53.237
6.01,29.17,90.6,9.22,26,13,47,"N-deficiency, N-deficiency",61.519000000000005
6.82,25.39,90.35,33.68,33,22,48,"Healthy, P-deficiency",42.221000000000004
6.71,33.35,78.94,29.05,66,27,42,"K-deficiency, K-deficiency",42.165
7.95,29.51,41.61,16.98,67,36,46,"N-deficiency, P-deficiency",55.06099999999999
7.26,35.62,26.09,24.91,23,7,82,"Pest-risk, P-deficiency",44.282000000000004
7.83,31.6,63.09,34.08,28,22,58,"K-deficiency, P-deficiency",40.096000000000004
7.12,35.42,27.37,13.1,16,41,36,"K-deficiency, Healthy",53.550000000000004
5.84,22.81,89.1,37.84,57,36,84,"P-deficiency, N-deficiency",42.143
5.05,32.55,47.02,15.49,48,19,47,"Healthy, N-deficiency",56.733
5.61,31.43,37.55,11.4,25,44,69,"Pest-risk, P-deficiency",59.44500000000001
6.08,24.39,54.28,9.07,62,38,35,"Pest-risk, N-deficiency",63.888999999999996
7.77,25.18,78.33,25.53,56,22,77,"Healthy, P-deficiency",50.026
5.51,27.31,93.68,33.87,38,7,66,"N-deficiency, Pest-risk",43.729
6.18,28.22,55.24,16.72,63,25,71,"Healthy, P-deficiency",55.654
5.18,31.93,63.65,33.11,45,42,35,"Pest-risk, K-deficiency",42.687
6.15,30.34,52.14,37.5,33,22,37,"N-deficiency, Healthy",38.03
6.72,24.6,53.21,37.18,32,25,27,"Healthy, Pest-risk",40.016
6.1,24.12,48.0,35.26,68,42,45,"Pest-risk, N-deficiency",43.032
5.61,32.09,83.8,31.6,25,33,22,"N-deficiency, P-deficiency",42.955
7.73,35.46,74.33,23.52,35,39,47,"Pest-risk, N-deficiency",46.414
5.44,38.3,82.93,33.08,42,15,63,"P-deficiency, K-deficiency",39.006
7.28,36.47,34.25,18.77,42,12,34,"N-deficiency, N-deficiency",48.809000000000005
5.65,25.5,52.13,13.82,18,7,79,"Healthy, Pest-risk",60.394000000000005
6.57,23.52,75.06,27.73,16,24,20,"P-deficiency, P-deficiency",48.416
7.57,20.07,68.87,31.8,41,7,91,"N-deficiency, P-deficiency",47.165
7.07,27.56,28.86,14.05,17,30,48,"N-deficiency, Healthy",56.620000000000005
7.44,27.97,68.57,29.14,48,27,40,"K-deficiency, K-deficiency",45.083
6.18,39.7,39.85,32.33,36,9,30,"N-deficiency, P-deficiency",37.426
7.31,38.96,54.31,37.38,69,29,70,"N-deficiency, N-deficiency",32.736
6.56,25.35,72.24,33.16,55,8,29,"K-deficiency, K-deficiency",43.17700000000001
7.37,39.34,49.98,19.94,16,40,81,"N-deficiency, N-deficiency",46.618
5.29,26.5,61.71,16.27,67,23,40,"N-deficiency, K-deficiency",58.65400000000001
6.27,36.48,48.91,23.49,48,28,65,"Healthy, P-deficiency",45.928000000000004
7.15,25.75,27.79,9.02,18,33,74,"N-deficiency, K-deficiency",61.709
7.57,21.54,26.4,20.8,22,7,75,"Pest-risk, N-deficiency",55.230000000000004
7.59,40.46,63.95,21.05,41,29,21,"Healthy, N-deficiency",45.61
6.06,41.79,53.45,22.82,20,27,41,"Healthy, Healthy",44.229
7.74,20.96,44.87,11.6,59,25,33,"N-deficiency, P-deficiency",63.22
7.55,24.98,83.03,20.57,35,35,45,"Healthy, Healthy",53.654
7.99,28.61,88.31,8.63,61,34,25,"Pest-risk, N-deficiency",62.271
7.22,26.7,56.52,27.38,74,38,25,"Pest-risk, K-deficiency",46.686
5.28,30.23,89.48,19.8,60,31,58,"N-deficiency, Healthy",53.985
5.7,41.09,65.52,34.56,26,26,80,"K-deficiency, K-deficiency",35.907
7.56,18.57,94.73,20.79,18,18,64,"Pest-risk, P-deficiency",56.702999999999996
5.64,27.48,36.92,16.89,33,23,46,"K-deficiency, Pest-risk",56.967999999999996
6.55,29.98,38.65,31.32,56,38,60,"N-deficiency, Healthy",42.354
7.16,22.89,49.73,31.23,29,32,84,"Healthy, N-deficiency",45.391
5.17,19.5,39.61,28.37,61,29,49,"P-deficiency, P-deficiency",52.714
5.09,19.09,87.89,17.56,26,39,42,"K-deficiency, K-deficiency",61.727
6.43,31.29,57.27,13.99,30,29,58,"Healthy, P-deficiency",55.803
7.16,21.29,73.75,30.24,44,16,78,"K-deficiency, Healthy",46.983000000000004
7.86,29.13,31.44,34.47,30,22,50,"K-deficiency, Pest-risk",41.079
5.19,30.55,78.88,18.72,61,22,89,"Pest-risk, Pest-risk",54.869
6.55,29.59,30.43,35.58,50,19,64,"Pest-risk, K-deficiency",39.141
7.03,31.58,48.53,22.89,68,20,26,"Pest-risk, Pest-risk",47.458000000000006
5.69,25.13,51.03,37.35,25,28,94,"Healthy, K-deficiency",41.675
6.91,39.47,86.84,29.4,38,42,51,"N-deficiency, Pest-risk",38.425
6.7,27.04,81.09,29.06,70,13,78,"K-deficiency, K-deficiency",45.332
5.89,27.45,29.05,14.22,73,28,57,"Pest-risk, K-deficiency",58.619
5.85,28.55,64.25,25.67,67,12,54,"K-deficiency, P-deficiency",48.989000000000004
7.78,37.34,52.32,27.84,74,28,58,"P-deficiency, K-deficiency",42.118
7.34,39.69,39.65,11.86,74,18,73,"N-deficiency, Healthy",52.847
5.26,28.57,36.37,37.26,23,32,57,"N-deficiency, Pest-risk",40.887
7.08,25.74,78.66,28.48,35,20,27,"K-deficiency, K-deficiency",46.006
7.08,32.13,40.2,25.73,15,36,86,"P-deficiency, N-deficiency",45.010999999999996
6.29,23.23,77.21,14.48,51,31,66,"N-deficiency, N-deficiency",59.721
6.26,25.18,34.3,29.31,49,38,44,"P-deficiency, N-deficiency",46.94200000000001
7.06,25.24,38.0,21.79,52,29,47,"P-deficiency, K-deficiency",51.568
6.13,35.92,25.63,15.51,67,10,31,"N-deficiency, N-deficiency",52.87200000000001
5.62,37.51,80.04,33.1,52,31,57,"Healthy, Pest-risk",39.025
6.54,19.04,58.33,14.38,63,8,59,"K-deficiency, Healthy",61.396
7.46,21.12,85.2,36.66,15,31,30,"Healthy, Pest-risk",42.532000000000004
5.72,36.1,58.29,8.84,44,32,91,"P-deficiency, P-deficiency",58.938
5.85,26.59,55.84,20.91,22,29,67,"Healthy, Healthy",53.777
7.84,38.37,54.5,20.58,39,32,58,"Healthy, K-deficiency",47.531000000000006
6.84,24.23,71.16,21.63,34,9,41,"Healthy, K-deficiency",52.401
6.93,18.25,51.16,33.38,35,44,61,"Pest-risk, Pest-risk",45.811
5.26,40.78,73.32,24.34,70,31,29,"P-deficiency, P-deficiency",45.118
6.37,33.35,33.14,24.92,45,41,42,"Pest-risk, P-deficiency",46.149
7.65,36.33,25.16,23.4,16,42,21,"N-deficiency, Pest-risk",45.915000000000006
5.78,32.63,81.93,18.93,57,11,64,"Pest-risk, K-deficiency",52.480999999999995
5.62,37.15,66.17,35.1,55,22,56,"K-deficiency, K-deficiency",37.605
6.82,19.54,80.97,15.85,41,36,22,"P-deficiency, Healthy",59.41
7.5,28.56,74.57,20.43,53,40,60,"P-deficiency, Healthy",51.876000000000005
6.4,34.85,41.52,36.34,22,7,33,"Pest-risk, P-deficiency",36.202999999999996
5.84,36.64,91.6,12.49,42,36,73,"K-deficiency, P-deficiency",55.508
6.33,30.3,38.3,25.46,61,34,58,"Healthy, N-deficiency",47.322
7.71,20.64,35.45,14.09,15,16,27,"K-deficiency, N-deficiency",61.328
6.86,34.54,83.01,21.92,49,29,67,"Healthy, Healthy",46.974000000000004
7.43,33.62,90.3,9.78,71,44,82,"N-deficiency, Healthy",57.726
7.69,23.03,82.3,33.05,66,32,65,"Pest-risk, Pest-risk",44.925000000000004
6.17,30.73,26.5,33.43,53,12,91,"Pest-risk, Pest-risk",41.051
5.78,18.58,60.78,19.44,60,24,78,"Pest-risk, Healthy",59.098
5.38,19.88,82.1,29.71,67,28,67,"Healthy, K-deficiency",51.032000000000004
5.48,38.3,27.43,29.74,60,12,32,"K-deficiency, P-deficiency",41.598
6.46,35.02,64.28,37.09,45,29,69,"Pest-risk, K-deficiency",35.397999999999996
5.09,34.8,60.98,17.92,35,18,49,"P-deficiency, Healthy",53.584
5.88,21.03,31.82,24.29,33,5,57,"Healthy, Healthy",53.793
6.58,23.21,67.24,25.15,65,15,59,"Healthy, N-deficiency",50.61500000000001
6.11,18.76,73.13,23.29,55,37,87,"Healthy, N-deficiency",55.268
6.12,26.14,43.67,27.48,16,23,82,"K-deficiency, P-deficiency",48.205999999999996
7.15,38.16,83.19,21.34,53,8,31,"N-deficiency, N-deficiency",45.648
5.55,29.56,37.35,17.19,54,40,85,"Pest-risk, K-deficiency",55.868
6.93,30.48,69.36,28.91,48,20,63,"K-deficiency, Pest-risk",43.272
7.74,19.95,64.31,8.29,68,9,51,"P-deficiency, P-deficiency",66.373
6.45,22.69,89.18,30.75,52,23,22,"N-deficiency, Pest-risk",46.655
7.08,37.22,39.12,11.13,54,19,79,"Pest-risk, Healthy",54.146
6.5,41.61,71.05,9.83,72,26,89,"P-deficiency, P-deficiency",53.831
5.36,35.59,51.23,23.88,44,8,74,"Pest-risk, Healthy",47.881
7.18,38.31,33.51,30.51,62,15,22,"Pest-risk, P-deficiency",38.297
5.9,27.82,55.37,32.22,43,18,49,"Healthy, Pest-risk",44.013999999999996
5.61,19.57,83.82,22.34,20,12,45,"K-deficiency, Healthy",56.623000000000005
7.53,33.49,55.47,19.63,30,34,74,"Pest-risk, K-deficiency",50.111000000000004
7.72,20.17,57.26,22.36,51,12,82,"N-deficiency, Healthy",54.967
7.72,28.5,66.75,15.08,17,37,59,"K-deficiency, P-deficiency",56.626000000000005
5.89,32.87,39.69,22.62,28,38,52,"N-deficiency, N-deficiency",49.189
6.27,32.05,77.32,26.78,43,28,39,"Pest-risk, P-deficiency",45.511
6.32,34.45,29.47,30.74,66,41,71,"K-deficiency, K-deficiency",41.043
7.39,22.35,34.6,9.68,43,31,29,"Pest-risk, Healthy",63.361000000000004
6.81,32.9,88.5,10.14,54,31,36,"P-deficiency, P-deficiency",57.318000000000005
5.41,26.27,36.42,35.28,21,42,51,"Healthy, K-deficiency",43.321
6.32,25.89,53.7,8.29,37,40,23,"P-deficiency, K-deficiency",63.283
6.79,30.77,91.45,19.64,47,25,44,"Pest-risk, P-deficiency",50.823
6.74,37.71,38.42,36.48,16,21,39,"K-deficiency, N-deficiency",33.981
6.14,36.33,63.32,15.79,19,33,30,"N-deficiency, Healthy",52.423
6.56,39.85,70.07,9.48,25,32,62,"Healthy, K-deficiency",54.871
6.65,29.68,61.08,15.22,31,21,38,"Healthy, K-deficiency",55.184
5.12,35.83,25.68,36.32,30,28,85,"P-deficiency, K-deficiency",38.289
7.08,38.14,84.73,26.86,30,43,81,"Pest-risk, P-deficiency",41.102000000000004
5.87,33.6,88.75,8.51,48,41,32,"P-deficiency, K-deficiency",60.151999999999994
6.42,31.74,36.93,31.1,30,29,23,"P-deficiency, N-deficiency",41.91
5.53,32.75,92.45,9.65,38,32,73,"P-deficiency, Healthy",60.345
6.88,28.11,57.75,31.39,67,22,72,"K-deficiency, P-deficiency",42.573
6.68,34.44,29.73,16.66,53,44,37,"Pest-risk, Pest-risk",51.592000000000006
5.48,21.14,35.75,24.61,51,9,54,"Healthy, K-deficiency",54.282000000000004
6.89,41.17,90.62,37.65,59,16,39,"P-deficiency, Healthy",31.015
5.25,22.57,74.31,37.66,24,24,27,"P-deficiency, K-deficiency",43.587
6.49,37.38,91.78,21.46,39,28,90,"Pest-risk, Healthy",46.662
5.24,36.95,57.51,12.3,49,23,80,"K-deficiency, Healthy",56.705
6.16,27.17,90.52,28.14,52,44,87,"Pest-risk, P-deficiency",47.083
6.22,25.01,25.51,18.85,36,12,67,"Healthy, Healthy",55.475
6.39,36.67,25.63,32.82,27,6,66,"K-deficiency, N-deficiency",38.129
5.56,40.28,64.9,35.8,66,23,54,"N-deficiency, N-deficiency",35.6
7.19,21.87,73.22,8.47,58,20,59,"K-deficiency, N-deficiency",64.16900000000001
5.86,18.72,49.16,32.24,17,5,37,"N-deficiency, K-deficiency",48.628
5.95,41.87,93.19,28.57,47,42,92,"K-deficiency, P-deficiency",39.809000000000005
6.29,32.37,85.49,18.77,36,44,59,"K-deficiency, K-deficiency",51.71900000000001
7.07,36.64,27.6,11.11,72,8,76,"P-deficiency, P-deficiency",54.432
6.74,19.26,68.74,24.7,22,41,35,"Healthy, P-deficiency",52.629999999999995
5.43,22.72,35.8,22.32,46,29,75,"Pest-risk, K-deficiency",55.42400000000001
6.57,23.97,37.22,19.04,40,43,37,"P-deficiency, P-deficiency",55.143
5.63,33.62,87.92,29.49,42,43,54,"P-deficiency, N-deficiency",43.838
5.78,23.95,49.25,28.65,58,17,35,"P-deficiency, Healthy",49.045
5.65,40.08,87.86,9.37,42,34,70,"N-deficiency, P-deficiency",56.664
7.98,31.88,87.46,22.43,68,41,52,"P-deficiency, Pest-risk",49.576
7.19,31.52,37.36,35.71,23,10,65,"P-deficiency, Pest-risk",37.552
7.91,30.88,58.76,24.57,27,7,83,"K-deficiency, P-deficiency",48.224000000000004
5.05,36.8,27.5,21.4,27,36,69,"K-deficiency, N-deficiency",49.88
5.5,18.69,70.05,22.48,41,34,49,"N-deficiency, K-deficiency",57.17100000000001
5.93,30.17,51.2,25.19,60,30,58,"K-deficiency, Healthy",48.403
5.88,23.66,72.72,17.47,63,38,52,"P-deficiency, Healthy",57.934000000000005
5.03,21.59,58.72,22.63,67,17,64,"Pest-risk, K-deficiency",56.541
5.44,21.9,37.64,34.87,18,5,65,"Healthy, Pest-risk",45.774
7.37,41.13,60.83,37.22,19,10,25,"P-deficiency, K-deficiency",31.899
7.68,32.65,55.1,21.36,50,5,75,"P-deficiency, P-deficiency",49.447
5.32,31.77,86.76,15.67,42,22,90,"K-deficiency, Healthy",56.439
7.58,24.53,86.05,12.36,73,25,41,"K-deficiency, K-deficiency",60.507000000000005
6.41,31.28,84.61,19.32,68,44,20,"Healthy, K-deficiency",51.583999999999996
5.44,33.22,85.08,30.89,61,15,42,"N-deficiency, K-deficiency",43.298
7.85,35.58,26.01,15.39,28,25,20,"N-deficiency, P-deficiency",53.098
6.59,18.25,44.82,21.59,34,5,70,"K-deficiency, Healthy",55.923
